Class,Weapon,Attachment,Attachment Type,Unlock
Engineer,AS VAL,PRISMA (3.4X),Optic,BattlePack
Engineer,AS VAL,JGM (4X),Optic,BattlePack
Engineer,AS VAL,Coyote (RDS),Optic,BattlePack
Engineer,AS VAL,Folding Grip,Underbarrel,BattlePack
Engineer,AS VAL,Potato Grip,Underbarrel,BattlePack
Engineer,AS VAL,Vertical Grip,Underbarrel,BattlePack
Engineer,AS VAL,Green Laser Sight,Optic,BattlePack
Engineer,AS VAL,IRNV (IR 1X),Optic,BattlePack
Engineer,AS VAL,Laser/Light Combo,Accessory,BattlePack
Engineer,AS VAL,Tactical Light,Accessory,BattlePack
Engineer,AS VAL,Tri Beam Laser,Accessory,BattlePack
Engineer,AS VAL,HD-33 (1X),Optic,BattlePack
Engineer,AS VAL,ACOG (4X),Optic,BattlePack
Engineer,AS VAL,Holo (1X),Optic,BattlePack
Engineer,AS VAL,M145 (3.4X),Optic,BattlePack
Engineer,AS VAL,Reflex (RDS),Optic,BattlePack
Engineer,SR-2,Iron Sights,Optic,Default
Engineer,SR-2,Kobra (RDS),Optic,10 Kills
Engineer,SR-2,Laser Sight,Accessory,20 Kills
Engineer,SR-2,Compensator,Barrel,30 Kills
Engineer,SR-2,PK-A (3.4X),Optic,40 Kills
Engineer,SR-2,Flash Light,Accessory,50 Kills
Engineer,SR-2,Muzzle Brake,Barrel,60 Kills
Engineer,SR-2,PKA-S (1X),Optic,70 Kills
Engineer,SR-2,PBS-4 Suppressor,Barrel,80 Kills
Engineer,SR-2,PSO-1 (4X),Optic,90 Kills
Engineer,SR-2,Canted Iron Sights,Accessory,100 Kills
Engineer,SR-2,Heavy Barrel,Barrel,110 Kills
Engineer,SR-2,FLIR (IR 2X),Optic,BattlePack
Engineer,SR-2,PRISMA (3.4X),Optic,BattlePack
Engineer,SR-2,JGM-4 (4X),Optic,BattlePack
Engineer,SR-2,Coyote (RDS),Optic,BattlePack
Engineer,SR-2,Flash Hider,Barrel,BattlePack
Engineer,SR-2,Green Laser Sight,Optic,BattlePack
Engineer,SR-2,IRNV (IR 1X),Optic,BattlePack
Engineer,SR-2,LS06 Suppressor,Barrel,BattlePack
Engineer,SR-2,M135 (3.4X),Optic,BattlePack
Engineer,SR-2,Laser/Light Combo,Accessory,BattlePack
Engineer,SR-2,R2 Suppressor,Barrel,BattlePack
Engineer,SR-2,Tactical Light,Accessory,BattlePack
Engineer,SR-2,Tri Beam Laser,Accessory,BattlePack
Engineer,SR-2,HD-33 (1X),Optic,BattlePack
Engineer,SR-2,ACOG (4X),Optic,BattlePack
Engineer,SR-2,Holo (1X),Optic,BattlePack
Engineer,SR-2,Reflex (RDS),Optic,BattlePack
Engineer,SR-2,Suppressor,Barrel,BattlePack
Engineer,MPX,Iron Sights,Optic,Default
Engineer,MPX,Reflex (RDS),Optic,10 Kills
Engineer,MPX,Laser Sight,Accessory,20 Kills
Engineer,MPX,ERGO Grip,Underbarrel,30 Kills
Engineer,MPX,Compensator,Barrel,40 Kills
Engineer,MPX,M145 (3.4X),Optic,50 Kills
Engineer,MPX,Flash Light,Accessory,60 Kills
Engineer,MPX,Angled Grip,Underbarrel,70 Kills
Engineer,MPX,Muzzle Brake,Barrel,80 Kills
Engineer,MPX,Holo (1X),Optic,90 Kills
Engineer,MPX,Stubby Grip,Underbarrel,100 Kills
Engineer,MPX,Suppressor,Barrel,110 Kills
Engineer,MPX,ACOG (4X),Optic,120 Kills
Engineer,MPX,Canted Iron Sights,Accessory,130 Kills
Engineer,MPX,Heavy Barrel,Barrel,140 Kills
Engineer,MPX,FLIR (IR 2X),Optic,BattlePack
Engineer,MPX,PRISMA (3.4X),Optic,BattlePack
Engineer,MPX,JGM-4 (4X),Optic,BattlePack
Engineer,MPX,Coyote (RDS),Optic,BattlePack
Engineer,MPX,Flash Hider,Barrel,BattlePack
Engineer,MPX,Folding Grip,Underbarrel,BattlePack
Engineer,MPX,Potato Grip,Underbarrel,BattlePack
Engineer,MPX,Vertical Grip,Underbarrel,BattlePack
Engineer,MPX,Green Laser Sight,Optic,BattlePack
Engineer,MPX,IRNV (IR 1X),Optic,BattlePack
Engineer,MPX,Kobra (RDS),Optic,BattlePack
Engineer,MPX,LS06 Suppressor,Barrel,BattlePack
Engineer,MPX,PBS-4 Suppressor,Barrel,BattlePack
Engineer,MPX,Laser/Light Combo,Accessory,BattlePack
Engineer,MPX,PKA-S (1X),Optic,BattlePack
Engineer,MPX,PK-A (3.4X),Optic,BattlePack
Engineer,MPX,PSO-1 (4X),Optic,BattlePack
Engineer,MPX,R2 Suppressor,Barrel,BattlePack
Engineer,MPX,Tactical Light,Accessory,BattlePack
Engineer,MPX,Tri Beam Laser,Accessory,BattlePack
Engineer,MPX,HD-33 (1X),Optic,BattlePack
Engineer,Groza-4,Iron Sights,Optic,Default
Engineer,Groza-4,Suppressor,Barrel,Default
Engineer,Groza-4,Kobra (RDS),Optic,10 Kills
Engineer,Groza-4,Laser Sight,Accessory,20 Kills
Engineer,Groza-4,ERGO Grip,Underbarrel,30 Kills
Engineer,Groza-4,PK-A (3.4X),Optic,40 Kills
Engineer,Groza-4,Flash Light,Accessory,50 Kills
Engineer,Groza-4,Angled Grip,Underbarrel,60 Kills
Engineer,Groza-4,PKA-S (1X),Optic,70 Kills
Engineer,Groza-4,Stubby Grip,Underbarrel,80 Kills
Engineer,Groza-4,PSO-1 (4X),Optic,90 Kills
Engineer,Groza-4,Reflex (RDS),Optic,BattlePack
Engineer,Groza-4,Coyote (RDS),Optic,BattlePack
Engineer,Groza-4,Holo (1X),Optic,BattlePack
Engineer,Groza-4,HD-33 (1X),Optic,BattlePack
Engineer,Groza-4,IRNV (IR 1X),Optic,BattlePack
Engineer,Groza-4,FLIR (IR 2X),Optic,BattlePack
Engineer,Groza-4,M145 (3.4X),Optic,BattlePack
Engineer,Groza-4,PRISMA (3.4X),Optic,BattlePack
Engineer,Groza-4,ACOG (4X),Optic,BattlePack
Engineer,Groza-4,JGM-4 (4X),Optic,BattlePack
Engineer,Groza-4,Tactical Light,Accessory,BattlePack
Engineer,Groza-4,Tri Beam Laser,Accessory,BattlePack
Engineer,Groza-4,Green Laser Sight,Accessory,BattlePack
Engineer,Groza-4,Laser/Light Combo,Accessory,BattlePack
Engineer,Groza-4,Vertical Grip,Underbarrel,BattlePack
Engineer,Groza-4,Folding Grip,Underbarrel,BattlePack
Engineer,Groza-4,Potato Grip,Underbarrel,BattlePack
Support,U-100 MK5,Iron Sights,Optic,Default
Support,U-100 MK5,HD-33 (1X),Optic,Default
Support,U-100 MK5,Magnifier (2X),Accessory,Default
Support,U-100 MK5,Muzzle Brake,Barrel,Default
Support,U-100 MK5,Bipod,Underbarrel,Default
Support,U-100 MK5,Stubby Grip,Underbarrel,10 Kills
Support,U-100 MK5,PRISMA (3.4X),Optic,20 Kills
Support,U-100 MK5,Laser Sight,Accessory,30 Kills
Support,U-100 MK5,Compensator,Barrel,40 Kills
Support,U-100 MK5,Coyote (RDS),Optic,50 Kills
Support,U-100 MK5,Flash Light,Accessory,60 Kills
Support,U-100 MK5,ERGO Grip,Underbarrel,70 Kills
Support,U-100 MK5,LS06 Suppressor,Barrel,80 Kills
Support,U-100 MK5,JGM-4 (4X),Optic,100 Kills
Support,U-100 MK5,Angled Grip,Underbarrel,110 Kills
Support,U-100 MK5,Heavy Barrel,Barrel,120 Kills
Support,U-100 MK5,ACOG (4X),Optic,BattlePack
Support,U-100 MK5,FLIR (IR 2X),Optic,BattlePack
Support,U-100 MK5,Holo (1X),Optic,BattlePack
Support,U-100 MK5,Flash Hider,Barrel,BattlePack
Support,U-100 MK5,Folding Grip,Underbarrel,BattlePack
Support,U-100 MK5,Potato Grip,Underbarrel,BattlePack
Support,U-100 MK5,Vertical Grip,Underbarrel,BattlePack
Support,U-100 MK5,Green Laser Sight,Optic,BattlePack
Support,U-100 MK5,IRNV (IR 1X),Optic,BattlePack
Support,U-100 MK5,Kobra (RDS),Optic,BattlePack
Support,U-100 MK5,M145 (3.4X),Optic,BattlePack
Support,U-100 MK5,PBS-4 Suppressor,Barrel,BattlePack
Support,U-100 MK5,Laser/Light Combo,Accessory,BattlePack
Support,U-100 MK5,PKA-S (1X),Optic,BattlePack
Support,U-100 MK5,PK-A (3.4X),Optic,BattlePack
Support,U-100 MK5,PSO-1 (4X),Optic,BattlePack
Support,U-100 MK5,R2 Suppressor,Barrel,BattlePack
Support,U-100 MK5,Reflex (RDS),Optic,BattlePack
Support,U-100 MK5,Suppressor,Barrel,BattlePack
Support,U-100 MK5,Tactical Light,Accessory,BattlePack
Support,U-100 MK5,Tri Beam Laser,Accessory,BattlePack
Support,Type 88 LMG,Iron Sights,Optic,Default
Support,Type 88 LMG,Bipod,Underbarrel,Default
Support,Type 88 LMG,HD-33 (1X),Optic,10 Kills
Support,Type 88 LMG,Magnifier (2X),Accessory,20 Kills
Support,Type 88 LMG,Muzzle Brake,Barrel,30 Kills
Support,Type 88 LMG,Stubby Grip,Underbarrel,40 Kills
Support,Type 88 LMG,PRISMA (3.4X),Optic,50 Kills
Support,Type 88 LMG,Laser Sight,Accessory,60 Kills
Support,Type 88 LMG,Compensator,Barrel,70 Kills
Support,Type 88 LMG,Coyote (RDS),Optic,80 Kills
Support,Type 88 LMG,Flash Light,Accessory,90 Kills
Support,Type 88 LMG,ERGO Grip,Underbarrel,100 Kills
Support,Type 88 LMG,LS06 Suppressor,Barrel,110 Kills
Support,Type 88 LMG,JGM-4 (4X),Optic,120 Kills
Support,Type 88 LMG,Angled Grip,Underbarrel,130 Kills
Support,Type 88 LMG,Heavy Barrel,Barrel,140 Kills
Support,Type 88 LMG,ACOG (4X),Optic,BattlePack
Support,Type 88 LMG,Holo (1X),Optic,BattlePack
Support,Type 88 LMG,Flash Hider,Barrel,BattlePack
Support,Type 88 LMG,Folding Grip,Underbarrel,BattlePack
Support,Type 88 LMG,Potato Grip,Underbarrel,BattlePack
Support,Type 88 LMG,Vertical Grip,Underbarrel,BattlePack
Support,Type 88 LMG,Green Laser Sight,Optic,BattlePack
Support,Type 88 LMG,IRNV (IR 1X),Optic,BattlePack
Support,Type 88 LMG,Kobra (RDS),Optic,BattlePack
Support,Type 88 LMG,M145 (3.4X),Optic,BattlePack
Support,Type 88 LMG,PBS-4 Suppressor,Barrel,BattlePack
Support,Type 88 LMG,Laser/Light Combo,Accessory,BattlePack
Support,Type 88 LMG,PKA-S (1X),Optic,BattlePack
Support,Type 88 LMG,PK-A (3.4X),Optic,BattlePack
Support,Type 88 LMG,PSO-1 (4X),Optic,BattlePack
Support,Type 88 LMG,R2 Suppressor,Barrel,BattlePack
Support,Type 88 LMG,Reflex (RDS),Optic,BattlePack
Support,Type 88 LMG,Suppressor,Barrel,BattlePack
Support,Type 88 LMG,Tactical Light,Accessory,BattlePack
Support,Type 88 LMG,Tri Beam Laser,Accessory,BattlePack
Support,Type 88 LMG,FLIR (IR 2X),Optic,BattlePack
Support,LSAT,Iron Sights,Optic,Default
Support,LSAT,Bipod,Underbarrel,Default
Support,LSAT,Holo (1X),Optic,10 Kills
Support,LSAT,Magnifier (2X),Accessory,20 Kills
Support,LSAT,Muzzle Brake,Barrel,30 Kills
Support,LSAT,Stubby Grip,Underbarrel,40 Kills
Support,LSAT,M145 (3.4X),Optic,50 Kills
Support,LSAT,Laser Sight,Accessory,60 Kills
Support,LSAT,Compensator,Barrel,70 Kills
Support,LSAT,Reflex (RDS),Optic,80 Kills
Support,LSAT,Flash Light,Accessory,90 Kills
Support,LSAT,ERGO Grip,Underbarrel,100 Kills
Support,LSAT,Suppressor,Barrel,110 Kills
Support,LSAT,ACOG (4X),Optic,120 Kills
Support,LSAT,Angled Grip,Underbarrel,130 Kills
Support,LSAT,Heavy Barrel,Barrel,140 Kills
Support,LSAT,FLIR (IR 2X),Optic,BattlePack
Support,LSAT,PRISMA (3.4X),Optic,BattlePack
Support,LSAT,JGM-4 (4X),Optic,BattlePack
Support,LSAT,Coyote (RDS),Optic,BattlePack
Support,LSAT,Flash Hider,Barrel,BattlePack
Support,LSAT,Folding Grip,Underbarrel,BattlePack
Support,LSAT,Potato Grip,Underbarrel,BattlePack
Support,LSAT,Vertical Grip,Underbarrel,BattlePack
Support,LSAT,Green Laser Sight,Optic,BattlePack
Support,LSAT,IRNV (IR 1X),Optic,BattlePack
Support,LSAT,Kobra (RDS),Optic,BattlePack
Support,LSAT,LS06 Suppressor,Barrel,BattlePack
Support,LSAT,PBS-4 Suppressor,Barrel,BattlePack
Support,LSAT,Laser/Light Combo,Accessory,BattlePack
Support,LSAT,PKA-S (1X),Optic,BattlePack
Support,LSAT,PK-A (3.4X),Optic,BattlePack
Support,LSAT,PSO-1 (4X),Optic,BattlePack
Support,LSAT,R2 Suppressor,Barrel,BattlePack
Support,LSAT,Tactical Light,Accessory,BattlePack
Support,LSAT,Tri Beam Laser,Accessory,BattlePack
Support,LSAT,HD-33 (1X),Optic,BattlePack
Support,PKP Pecheneg,Iron Sights,Optic,Default
Support,PKP Pecheneg,Bipod,Underbarrel,Default
Support,PKP Pecheneg,PKA-S (1X),Optic,10 Kills
Support,PKP Pecheneg,Magnifier (2X),Accessory,20 Kills
Support,PKP Pecheneg,Muzzle Brake,Barrel,30 Kills
Support,PKP Pecheneg,Stubby Grip,Underbarrel,40 Kills
Support,PKP Pecheneg,PK-A (3.4X),Optic,50 Kills
Support,PKP Pecheneg,Laser Sight,Accessory,60 Kills
Support,PKP Pecheneg,Compensator,Barrel,70 Kills
Support,PKP Pecheneg,Kobra (RDS),Optic,80 Kills
Support,PKP Pecheneg,Flash Light,Accessory,90 Kills
Support,PKP Pecheneg,ERGO Grip,Underbarrel,100 Kills
Support,PKP Pecheneg,PBS-4 Suppressor,Barrel,110 Kills
Support,PKP Pecheneg,PSO-1 (4X),Optic,120 Kills
Support,PKP Pecheneg,Angled Grip,Underbarrel,130 Kills
Support,PKP Pecheneg,Heavy Barrel,Barrel,140 Kills
Support,PKP Pecheneg,FLIR (IR 2X),Optic,BattlePack
Support,PKP Pecheneg,ACOG (4X),Optic,BattlePack
Support,PKP Pecheneg,PRISMA (3.4X),Optic,BattlePack
Support,PKP Pecheneg,JGM-4 (4X),Optic,BattlePack
Support,PKP Pecheneg,Coyote (RDS),Optic,BattlePack
Support,PKP Pecheneg,Holo (1X),Optic,BattlePack
Support,PKP Pecheneg,Flash Hider,Barrel,BattlePack
Support,PKP Pecheneg,Folding Grip,Underbarrel,BattlePack
Support,PKP Pecheneg,Potato Grip,Underbarrel,BattlePack
Support,PKP Pecheneg,Vertical Grip,Underbarrel,BattlePack
Support,PKP Pecheneg,Green Laser Sight,Optic,BattlePack
Support,PKP Pecheneg,IRNV (IR 1X),Optic,BattlePack
Support,PKP Pecheneg,LS06 Suppressor,Barrel,BattlePack
Support,PKP Pecheneg,M145 (3.4X),Optic,BattlePack
Support,PKP Pecheneg,Laser/Light Combo,Accessory,BattlePack
Support,PKP Pecheneg,R2 Suppressor,Barrel,BattlePack
Support,PKP Pecheneg,Reflex (RDS),Optic,BattlePack
Support,PKP Pecheneg,Suppressor,Barrel,BattlePack
Support,PKP Pecheneg,Tactical Light,Accessory,BattlePack
Support,PKP Pecheneg,Tri Beam Laser,Accessory,BattlePack
Support,PKP Pecheneg,HD-33 (1X),Optic,BattlePack
Support,QBB-95-1,Iron Sights,Optic,Default
Support,QBB-95-1,Bipod,Underbarrel,Default
Support,QBB-95-1,HD-33 (1X),Optic,10 Kills
Support,QBB-95-1,Magnifier (2X),Accessory,20 Kills
Support,QBB-95-1,Muzzle Brake,Barrel,30 Kills
Support,QBB-95-1,Stubby Grip,Underbarrel,40 Kills
Support,QBB-95-1,PRISMA (3.4X),Optic,50 Kills
Support,QBB-95-1,Laser Sight,Accessory,60 Kills
Support,QBB-95-1,Compensator,Barrel,70 Kills
Support,QBB-95-1,Coyote (RDS),Optic,80 Kills
Support,QBB-95-1,Flash Light,Accessory,90 Kills
Support,QBB-95-1,ERGO Grip,Underbarrel,100 Kills
Support,QBB-95-1,LS06 Suppressor,Barrel,110 Kills
Support,QBB-95-1,JGM-4 (4X),Optic,120 Kills
Support,QBB-95-1,Angled Grip,Underbarrel,130 Kills
Support,QBB-95-1,Heavy Barrel,Barrel,140 Kills
Support,QBB-95-1,ACOG (4X),Optic,BattlePack
Support,QBB-95-1,FLIR (IR 2X),Optic,BattlePack
Support,QBB-95-1,Holo (1X),Optic,BattlePack
Support,QBB-95-1,Flash Hider,Barrel,BattlePack
Support,QBB-95-1,Folding Grip,Underbarrel,BattlePack
Support,QBB-95-1,Potato Grip,Underbarrel,BattlePack
Support,QBB-95-1,Vertical Grip,Underbarrel,BattlePack
Support,QBB-95-1,Green Laser Sight,Optic,BattlePack
Support,QBB-95-1,IRNV (IR 1X),Optic,BattlePack
Support,QBB-95-1,Kobra (RDS),Optic,BattlePack
Support,QBB-95-1,M145 (3.4X),Optic,BattlePack
Support,QBB-95-1,PBS-4 Suppressor,Barrel,BattlePack
Support,QBB-95-1,Laser/Light Combo,Accessory,BattlePack
Support,QBB-95-1,PKA-S (1X),Optic,BattlePack
Support,QBB-95-1,PK-A (3.4X),Optic,BattlePack
Support,QBB-95-1,PSO-1 (4X),Optic,BattlePack
Support,QBB-95-1,R2 Suppressor,Barrel,BattlePack
Support,QBB-95-1,Reflex (RDS),Optic,BattlePack
Support,QBB-95-1,Suppressor,Barrel,BattlePack
Support,QBB-95-1,Tactical Light,Accessory,BattlePack
Support,QBB-95-1,Tri Beam Laser,Accessory,BattlePack
Support,M240B,Iron Sights,Optic,Default
Support,M240B,Bipod,Underbarrel,Default
Support,M240B,Holo (1X),Optic,10 Kills
Support,M240B,Magnifier (2X),Accessory,20 Kills
Support,M240B,Muzzle Brake,Barrel,30 Kills
Support,M240B,Stubby Grip,Underbarrel,40 Kills
Support,M240B,M145 (3.4X),Optic,50 Kills
Support,M240B,Laser Sight,Accessory,60 Kills
Support,M240B,Compensator,Barrel,70 Kills
Support,M240B,Reflex (RDS),Optic,80 Kills
Support,M240B,Flash Light,Accessory,90 Kills
Support,M240B,ERGO Grip,Underbarrel,100 Kills
Support,M240B,Suppressor,Barrel,110 Kills
Support,M240B,ACOG (4X),Optic,120 Kills
Support,M240B,Angled Grip,Underbarrel,130 Kills
Support,M240B,Heavy Barrel,Barrel,140 Kills
Support,M240B,FLIR (IR 2X),Optic,BattlePack
Support,M240B,PRISMA (3.4X),Optic,BattlePack
Support,M240B,JGM-4 (4X),Optic,BattlePack
Support,M240B,Coyote (RDS),Optic,BattlePack
Support,M240B,Flash Hider,Barrel,BattlePack
Support,M240B,Folding Grip,Underbarrel,BattlePack
Support,M240B,Potato Grip,Underbarrel,BattlePack
Support,M240B,Vertical Grip,Underbarrel,BattlePack
Support,M240B,Green Laser Sight,Optic,BattlePack
Support,M240B,IRNV (IR 1X),Optic,BattlePack
Support,M240B,Kobra (RDS),Optic,BattlePack
Support,M240B,LS06 Suppressor,Barrel,BattlePack
Support,M240B,PBS-4 Suppressor,Barrel,BattlePack
Support,M240B,Laser/Light Combo,Accessory,BattlePack
Support,M240B,PKA-S (1X),Optic,BattlePack
Support,M240B,PK-A (3.4X),Optic,BattlePack
Support,M240B,PSO-1 (4X),Optic,BattlePack
Support,M240B,R2 Suppressor,Barrel,BattlePack
Support,M240B,Tactical Light,Accessory,BattlePack
Support,M240B,Tri Beam Laser,Accessory,BattlePack
Support,M240B,HD-33 (1X),Optic,BattlePack
Support,MG4,Iron Sights,Optic,Default
Support,MG4,Bipod,Underbarrel,Default
Support,MG4,Holo (1X),Optic,10 Kills
Support,MG4,Magnifier (2X),Accessory,20 Kills
Support,MG4,Muzzle Brake,Barrel,30 Kills
Support,MG4,Stubby Grip,Underbarrel,40 Kills
Support,MG4,M145 (3.4X),Optic,50 Kills
Support,MG4,Laser Sight,Accessory,60 Kills
Support,MG4,Compensator,Barrel,70 Kills
Support,MG4,Reflex (RDS),Optic,80 Kills
Support,MG4,Flash Light,Accessory,90 Kills
Support,MG4,ERGO Grip,Underbarrel,100 Kills
Support,MG4,Suppressor,Barrel,110 Kills
Support,MG4,ACOG (4X),Optic,120 Kills
Support,MG4,Angled Grip,Underbarrel,130 Kills
Support,MG4,Heavy Barrel,Barrel,140 Kills
Support,MG4,FLIR (IR 2X),Optic,BattlePack
Support,MG4,PRISMA (3.4X),Optic,BattlePack
Support,MG4,JGM-4 (4X),Optic,BattlePack
Support,MG4,Coyote (RDS),Optic,BattlePack
Support,MG4,Flash Hider,Barrel,BattlePack
Support,MG4,Folding Grip,Underbarrel,BattlePack
Support,MG4,Potato Grip,Underbarrel,BattlePack
Support,MG4,Vertical Grip,Underbarrel,BattlePack
Support,MG4,Green Laser Sight,Optic,BattlePack
Support,MG4,IRNV (IR 1X),Optic,BattlePack
Support,MG4,Kobra (RDS),Optic,BattlePack
Support,MG4,LS06 Suppressor,Barrel,BattlePack
Support,MG4,PBS-4 Suppressor,Barrel,BattlePack
Support,MG4,Laser/Light Combo,Accessory,BattlePack
Support,MG4,PKA-S (1X),Optic,BattlePack
Support,MG4,PK-A (3.4X),Optic,BattlePack
Support,MG4,PSO-1 (4X),Optic,BattlePack
Support,MG4,R2 Suppressor,Barrel,BattlePack
Support,MG4,Tactical Light,Accessory,BattlePack
Support,MG4,Tri Beam Laser,Accessory,BattlePack
Support,MG4,HD-33 (1X),Optic,BattlePack
Support,M249,Iron Sights,Optic,Default
Support,M249,Bipod,Underbarrel,Default
Support,M249,Holo (1X),Optic,10 Kills
Support,M249,Magnifier (2X),Accessory,20 Kills
Support,M249,Muzzle Brake,Barrel,30 Kills
Support,M249,Stubby Grip,Underbarrel,40 Kills
Support,M249,M145 (3.4X),Optic,50 Kills
Support,M249,Laser Sight,Accessory,60 Kills
Support,M249,Compensator,Barrel,70 Kills
Support,M249,Reflex (RDS),Optic,80 Kills
Support,M249,Flash Light,Accessory,90 Kills
Support,M249,ERGO Grip,Underbarrel,100 Kills
Support,M249,Suppressor,Barrel,110 Kills
Support,M249,ACOG (4X),Optic,120 Kills
Support,M249,Angled Grip,Underbarrel,130 Kills
Support,M249,Heavy Barrel,Barrel,140 Kills
Support,M249,FLIR (IR 2X),Optic,BattlePack
Support,M249,PRISMA (3.4X),Optic,BattlePack
Support,M249,JGM-4 (4X),Optic,BattlePack
Support,M249,Coyote (RDS),Optic,BattlePack
Support,M249,Flash Hider,Barrel,BattlePack
Support,M249,Folding Grip,Underbarrel,BattlePack
Support,M249,Potato Grip,Underbarrel,BattlePack
Support,M249,Vertical Grip,Underbarrel,BattlePack
Support,M249,Green Laser Sight,Optic,BattlePack
Support,M249,IRNV (IR 1X),Optic,BattlePack
Support,M249,Kobra (RDS),Optic,BattlePack
Support,M249,LS06 Suppressor,Barrel,BattlePack
Support,M249,PBS-4 Suppressor,Barrel,BattlePack
Support,M249,Laser/Light Combo,Accessory,BattlePack
Support,M249,PKA-S (1X),Optic,BattlePack
Support,M249,PK-A (3.4X),Optic,BattlePack
Support,M249,PSO-1 (4X),Optic,BattlePack
Support,M249,R2 Suppressor,Barrel,BattlePack
Support,M249,Tactical Light,Accessory,BattlePack
Support,M249,Tri Beam Laser,Accessory,BattlePack
Support,M249,HD-33 (1X),Optic,BattlePack
Support,RPK-12,Iron Sights,Optic,Default
Support,RPK-12,Bipod,Underbarrel,Default
Support,RPK-12,PKA-S (1X),Optic,10 Kills
Support,RPK-12,Magnifier (2X),Accessory,20 Kills
Support,RPK-12,Muzzle Brake,Barrel,30 Kills
Support,RPK-12,Stubby Grip,Underbarrel,40 Kills
Support,RPK-12,PK-A (3.4X),Optic,50 Kills
Support,RPK-12,Laser Sight,Accessory,60 Kills
Support,RPK-12,Compensator,Barrel,70 Kills
Support,RPK-12,Kobra (RDS),Optic,80 Kills
Support,RPK-12,Flash Light,Accessory,90 Kills
Support,RPK-12,ERGO Grip,Underbarrel,100 Kills
Support,RPK-12,PBS-4 Suppressor,Barrel,110 Kills
Support,RPK-12,PSO-1 (4X),Optic,120 Kills
Support,RPK-12,Angled Grip,Underbarrel,130 Kills
Support,RPK-12,Heavy Barrel,Barrel,140 Kills
Support,RPK-12,FLIR (IR 2X),Optic,BattlePack
Support,RPK-12,ACOG (4X),Optic,BattlePack
Support,RPK-12,PRISMA (3.4X),Optic,BattlePack
Support,RPK-12,JGM-4 (4X),Optic,BattlePack
Support,RPK-12,Coyote (RDS),Optic,BattlePack
Support,RPK-12,Holo (1X),Optic,BattlePack
Support,RPK-12,Flash Hider,Barrel,BattlePack
Support,RPK-12,Folding Grip,Underbarrel,BattlePack
Support,RPK-12,Potato Grip,Underbarrel,BattlePack
Support,RPK-12,Vertical Grip,Underbarrel,BattlePack
Support,RPK-12,Green Laser Sight,Optic,BattlePack
Support,RPK-12,IRNV (IR 1X),Optic,BattlePack
Support,RPK-12,LS06 Suppressor,Barrel,BattlePack
Support,RPK-12,M145 (3.4X),Optic,BattlePack
Support,RPK-12,Laser/Light Combo,Accessory,BattlePack
Support,RPK-12,R2 Suppressor,Barrel,BattlePack
Support,RPK-12,Reflex (RDS),Optic,BattlePack
Support,RPK-12,Suppressor,Barrel,BattlePack
Support,RPK-12,Tactical Light,Accessory,BattlePack
Support,RPK-12,Tri Beam Laser,Accessory,BattlePack
Support,RPK-12,HD-33 (1X),Optic,BattlePack
Support,RPK-74M,Iron Sights,Optic,Default
Support,RPK-74M,Bipod,Underbarrel,Default
Support,RPK-74M,PKA-S (1X),Optic,10 Kills
Support,RPK-74M,Magnifier (2X),Accessory,20 Kills
Support,RPK-74M,Muzzle Brake,Barrel,30 Kills
Support,RPK-74M,Stubby Grip,Underbarrel,40 Kills
Support,RPK-74M,PK-A (3.4X),Optic,50 Kills
Support,RPK-74M,Laser Sight,Accessory,60 Kills
Support,RPK-74M,Compensator,Barrel,70 Kills
Support,RPK-74M,Kobra (RDS),Optic,80 Kills
Support,RPK-74M,Flash Light,Accessory,90 Kills
Support,RPK-74M,ERGO Grip,Underbarrel,100 Kills
Support,RPK-74M,PBS-4 Suppressor,Barrel,110 Kills
Support,RPK-74M,PSO-1 (4X),Optic,120 Kills
Support,RPK-74M,Angled Grip,Underbarrel,130 Kills
Support,RPK-74M,Heavy Barrel,Barrel,140 Kills
Support,RPK-74M,FLIR (IR 2X),Optic,BattlePack
Support,RPK-74M,ACOG (4X),Optic,BattlePack
Support,RPK-74M,PRISMA (3.4X),Optic,BattlePack
Support,RPK-74M,JGM-4 (4X),Optic,BattlePack
Support,RPK-74M,Coyote (RDS),Optic,BattlePack
Support,RPK-74M,Holo (1X),Optic,BattlePack
Support,RPK-74M,Flash Hider,Barrel,BattlePack
Support,RPK-74M,Folding Grip,Underbarrel,BattlePack
Support,RPK-74M,Potato Grip,Underbarrel,BattlePack
Support,RPK-74M,Vertical Grip,Underbarrel,BattlePack
Support,RPK-74M,Green Laser Sight,Optic,BattlePack
Support,RPK-74M,IRNV (IR 1X),Optic,BattlePack
Support,RPK-74M,LS06 Suppressor,Barrel,BattlePack
Support,RPK-74M,M145 (3.4X),Optic,BattlePack
Support,RPK-74M,Laser/Light Combo,Accessory,BattlePack
Support,RPK-74M,R2 Suppressor,Barrel,BattlePack
Support,RPK-74M,Reflex (RDS),Optic,BattlePack
Support,RPK-74M,Suppressor,Barrel,BattlePack
Support,RPK-74M,Tactical Light,Accessory,BattlePack
Support,RPK-74M,Tri Beam Laser,Accessory,BattlePack
Support,RPK-74M,HD-33 (1X),Optic,BattlePack
Support,M60-E4,Iron Sights,Optic,Default
Support,M60-E4,Bipod,Underbarrel,Default
Support,M60-E4,Holo (1X),Optic,10 Kills
Support,M60-E4,Magnifier (2X),Accessory,20 Kills
Support,M60-E4,Muzzle Brake,Barrel,30 Kills
